Record Start Date,Record End Date,Source ID,Source ID Description,ID,NDOT Intersection ID,Route A,Route B,Cycle Length,Offset,Phases
12/23/2002 17:12,,2,FAST AMS,3,0300000001,SR-604 (Las Vegas Bl),Serene Av,149,122,20
