Record Start Date,Record End Date,Source ID,Source ID Description,ID,Backup Node ID,Hub ID,Node Name,Type Name,Asset ID,Owner,Maintenance,Jurisdiction
08/02/2007 10:26,,1,FAST FMS,1,-901,4,NP4,Node Processor,52756712,FAST FMS,FAST FMS,FAST FMS
08/02/2007 10:26,,1,FAST FMS,2,-901,4,TS2,Terminal Server,52761052,FAST FMS,FAST FMS,FAST FMS
08/02/2007 10:26,,1,FAST FMS,3,-901,4,TS2,Terminal Server,52756712,FAST FMS,FAST FMS,FAST FMS
08/02/2007 10:26,,1,FAST FMS,4,-901,4,TS2,Terminal Server,52913552,FAST FMS,FAST FMS,FAST FMS
08/02/2007 10:26,,1,FAST FMS,5,-901,4,TS2,Terminal Server,52756712,FAST FMS,FAST FMS,FAST FMS
08/02/2007 10:26,,1,FAST FMS,6,-901,4,TS6,Terminal Server,52760812,FAST FMS,FAST FMS,FAST FMS
08/02/2007 10:26,,1,FAST FMS,7,-901,4,TS7,Terminal Server,52756712,FAST FMS,FAST FMS,FAST FMS
08/02/2007 10:26,,1,FAST FMS,8,-901,4,TS8,Terminal Server,52761052,FAST FMS,FAST FMS,FAST FMS
08/02/2007 10:26,,1,FAST FMS,9,-901,0,KTD,KTD,52761068,FAST FMS,FAST FMS,FAST FMS
